INDUSTRY,QUARTER,YEAR,ACTION,VALUE_%
"Coke, petroleum products and nuclear fuel",1,2010,UNDER_UTILISATION,24.9
"Coke, petroleum products and nuclear fuel",2,2010,UNDER_UTILISATION,17.2
"Coke, petroleum products and nuclear fuel",3,2010,UNDER_UTILISATION,11.7
"Coke, petroleum products and nuclear fuel",4,2010,UNDER_UTILISATION,24.6
"Coke, petroleum products and nuclear fuel",1,2011,UNDER_UTILISATION,24.0
"Coke, petroleum products and nuclear fuel",2,2011,UNDER_UTILISATION,13.7
"Coke, petroleum products and nuclear fuel",3,2011,UNDER_UTILISATION,19.9
"Coke, petroleum products and nuclear fuel",4,2011,UNDER_UTILISATION,33.6
"Coke, petroleum products and nuclear fuel",1,2012,UNDER_UTILISATION,24.8
"Coke, petroleum products and nuclear fuel",2,2012,UNDER_UTILISATION,15.4
"Coke, petroleum products and nuclear fuel",3,2012,UNDER_UTILISATION,14.1
"Coke, petroleum products and nuclear fuel",4,2012,UNDER_UTILISATION,14.6
"Coke, petroleum products and nuclear fuel",1,2013,UNDER_UTILISATION,28.4
"Coke, petroleum products and nuclear fuel",2,2013,UNDER_UTILISATION,23.9
"Coke, petroleum products and nuclear fuel",3,2013,UNDER_UTILISATION,16.4
"Coke, petroleum products and nuclear fuel",4,2013,UNDER_UTILISATION,15.3
"Coke, petroleum products and nuclear fuel",1,2014,UNDER_UTILISATION,22.1
"Coke, petroleum products and nuclear fuel",2,2014,UNDER_UTILISATION,18.7
"Coke, petroleum products and nuclear fuel",3,2014,UNDER_UTILISATION,32.0
"Coke, petroleum products and nuclear fuel",4,2014,UNDER_UTILISATION,16.9
"Coke, petroleum products and nuclear fuel",1,2015,UNDER_UTILISATION,20.7
"Coke, petroleum products and nuclear fuel",2,2015,UNDER_UTILISATION,24.8
"Coke, petroleum products and nuclear fuel",3,2015,UNDER_UTILISATION,25.9
"Coke, petroleum products and nuclear fuel",4,2015,UNDER_UTILISATION,18.0
"Coke, petroleum products and nuclear fuel",1,2016,UNDER_UTILISATION,19.6
"Coke, petroleum products and nuclear fuel",2,2016,UNDER_UTILISATION,17.4
"Coke, petroleum products and nuclear fuel",3,2016,UNDER_UTILISATION,17.3
"Coke, petroleum products and nuclear fuel",4,2016,UNDER_UTILISATION,17.7
"Coke, petroleum products and nuclear fuel",1,2017,UNDER_UTILISATION,20.3
"Coke, petroleum products and nuclear fuel",2,2017,UNDER_UTILISATION,25.0
"Coke, petroleum products and nuclear fuel",3,2017,UNDER_UTILISATION,17.5
"Coke, petroleum products and nuclear fuel",4,2017,UNDER_UTILISATION,14.0
"Coke, petroleum products and nuclear fuel",1,2018,UNDER_UTILISATION,22.9
"Coke, petroleum products and nuclear fuel",2,2018,UNDER_UTILISATION,20.8
"Coke, petroleum products and nuclear fuel",3,2018,UNDER_UTILISATION,16.6
"Coke, petroleum products and nuclear fuel",4,2018,UNDER_UTILISATION,12.9
"Coke, petroleum products and nuclear fuel",1,2019,UNDER_UTILISATION,16.3
"Coke, petroleum products and nuclear fuel",2,2019,UNDER_UTILISATION,15.6
"Coke, petroleum products and nuclear fuel",3,2019,UNDER_UTILISATION,17.6
"Coke, petroleum products and nuclear fuel",4,2019,UNDER_UTILISATION,18.7
"Coke, petroleum products and nuclear fuel",1,2020,UNDER_UTILISATION,17.4
"Coke, petroleum products and nuclear fuel",2,2020,UNDER_UTILISATION,38.0
"Coke, petroleum products and nuclear fuel",3,2020,UNDER_UTILISATION,20.7
"Coke, petroleum products and nuclear fuel",4,2020,UNDER_UTILISATION,22.9
"Coke, petroleum products and nuclear fuel",1,2021,UNDER_UTILISATION,26.4
"Coke, petroleum products and nuclear fuel",2,2021,UNDER_UTILISATION,30.9
"Coke, petroleum products and nuclear fuel",3,2021,UNDER_UTILISATION,27.4
"Coke, petroleum products and nuclear fuel",4,2021,UNDER_UTILISATION,32.4
Basic chemicals,4,2003,UNDER_UTILISATION,18.6
Basic chemicals,1,2004,UNDER_UTILISATION,18.7
Basic chemicals,2,2004,UNDER_UTILISATION,20.6
Basic chemicals,3,2004,UNDER_UTILISATION,12.2
Basic chemicals,4,2004,UNDER_UTILISATION,12.0
Basic chemicals,1,2005,UNDER_UTILISATION,15.7
Basic chemicals,2,2005,UNDER_UTILISATION,13.4
Basic chemicals,3,2005,UNDER_UTILISATION,12.7
Basic chemicals,4,2005,UNDER_UTILISATION,9.2
Basic chemicals,1,2006,UNDER_UTILISATION,13.5
Basic chemicals,2,2006,UNDER_UTILISATION,16.1
Basic chemicals,3,2006,UNDER_UTILISATION,17.1
Basic chemicals,4,2006,UNDER_UTILISATION,12.2
Basic chemicals,1,2007,UNDER_UTILISATION,13.1
Basic chemicals,2,2007,UNDER_UTILISATION,12.5
Basic chemicals,3,2007,UNDER_UTILISATION,10.5
Basic chemicals,4,2007,UNDER_UTILISATION,9.8
Basic chemicals,1,2008,UNDER_UTILISATION,12.5
Basic chemicals,2,2008,UNDER_UTILISATION,14.4
Basic chemicals,3,2008,UNDER_UTILISATION,13.1
Basic chemicals,4,2008,UNDER_UTILISATION,16.3
Basic chemicals,1,2009,UNDER_UTILISATION,17.7
Basic chemicals,2,2009,UNDER_UTILISATION,22.6
Basic chemicals,3,2009,UNDER_UTILISATION,20.1
Basic chemicals,4,2009,UNDER_UTILISATION,18.2
Basic chemicals,1,2010,UNDER_UTILISATION,21.2
Basic chemicals,2,2010,UNDER_UTILISATION,17.4
Basic chemicals,3,2010,UNDER_UTILISATION,15.8
Basic chemicals,4,2010,UNDER_UTILISATION,15.2
Basic chemicals,1,2011,UNDER_UTILISATION,16.4
Basic chemicals,2,2011,UNDER_UTILISATION,16.9
Basic chemicals,3,2011,UNDER_UTILISATION,19.5
Basic chemicals,4,2011,UNDER_UTILISATION,14.6
Basic chemicals,1,2012,UNDER_UTILISATION,18.4
Basic chemicals,2,2012,UNDER_UTILISATION,16.9
Basic chemicals,3,2012,UNDER_UTILISATION,16.5
Basic chemicals,4,2012,UNDER_UTILISATION,14.3
Basic chemicals,1,2013,UNDER_UTILISATION,20.8
Basic chemicals,2,2013,UNDER_UTILISATION,13.3
Basic chemicals,3,2013,UNDER_UTILISATION,13.4
Basic chemicals,4,2013,UNDER_UTILISATION,11.7
Basic chemicals,1,2014,UNDER_UTILISATION,14.2
Basic chemicals,2,2014,UNDER_UTILISATION,13.9
Basic chemicals,3,2014,UNDER_UTILISATION,14.0
Basic chemicals,4,2014,UNDER_UTILISATION,13.5
Basic chemicals,1,2015,UNDER_UTILISATION,17.6
Basic chemicals,2,2015,UNDER_UTILISATION,17.0
Basic chemicals,3,2015,UNDER_UTILISATION,12.9
Basic chemicals,4,2015,UNDER_UTILISATION,15.4
Basic chemicals,1,2016,UNDER_UTILISATION,14.2
Basic chemicals,2,2016,UNDER_UTILISATION,12.2
Basic chemicals,3,2016,UNDER_UTILISATION,12.2
Basic chemicals,4,2016,UNDER_UTILISATION,11.7
Basic chemicals,1,2017,UNDER_UTILISATION,16.2
Basic chemicals,2,2017,UNDER_UTILISATION,14.3
Basic chemicals,3,2017,UNDER_UTILISATION,14.0
Basic chemicals,4,2017,UNDER_UTILISATION,11.0
Basic chemicals,1,2018,UNDER_UTILISATION,14.9
Basic chemicals,2,2018,UNDER_UTILISATION,14.9
Basic chemicals,3,2018,UNDER_UTILISATION,17.0
Basic chemicals,4,2018,UNDER_UTILISATION,10.6
Basic chemicals,1,2019,UNDER_UTILISATION,15.2
Basic chemicals,2,2019,UNDER_UTILISATION,16.6
Basic chemicals,3,2019,UNDER_UTILISATION,16.9
Basic chemicals,4,2019,UNDER_UTILISATION,14.8
Basic chemicals,1,2020,UNDER_UTILISATION,17.6
Basic chemicals,2,2020,UNDER_UTILISATION,44.5
Basic chemicals,3,2020,UNDER_UTILISATION,22.5
Basic chemicals,4,2020,UNDER_UTILISATION,14.7
Basic chemicals,1,2021,UNDER_UTILISATION,22.3
Basic chemicals,2,2021,UNDER_UTILISATION,17.9
Basic chemicals,3,2021,UNDER_UTILISATION,17.1
Basic chemicals,4,2021,UNDER_UTILISATION,13.2
Other chemicals,4,2003,UNDER_UTILISATION,21.6
Other chemicals,1,2004,UNDER_UTILISATION,19.4
Other chemicals,2,2004,UNDER_UTILISATION,20.5
Other chemicals,3,2004,UNDER_UTILISATION,26.7
Other chemicals,4,2004,UNDER_UTILISATION,23.1
Other chemicals,1,2005,UNDER_UTILISATION,24.6
Other chemicals,2,2005,UNDER_UTILISATION,24.4
Other chemicals,3,2005,UNDER_UTILISATION,19.7
Other chemicals,4,2005,UNDER_UTILISATION,17.1
Other chemicals,1,2006,UNDER_UTILISATION,21.3
Other chemicals,2,2006,UNDER_UTILISATION,18.5
Other chemicals,3,2006,UNDER_UTILISATION,22.4
Other chemicals,4,2006,UNDER_UTILISATION,20.7
Other chemicals,1,2007,UNDER_UTILISATION,23.6
Other chemicals,2,2007,UNDER_UTILISATION,21.8
Other chemicals,3,2007,UNDER_UTILISATION,22.4
Other chemicals,4,2007,UNDER_UTILISATION,20.4
Other chemicals,1,2008,UNDER_UTILISATION,20.2
Other chemicals,2,2008,UNDER_UTILISATION,20.8
Other chemicals,3,2008,UNDER_UTILISATION,20.3
Other chemicals,4,2008,UNDER_UTILISATION,20.5
Other chemicals,1,2009,UNDER_UTILISATION,21.6
Other chemicals,2,2009,UNDER_UTILISATION,24.9
Other chemicals,3,2009,UNDER_UTILISATION,23.2
Other chemicals,4,2009,UNDER_UTILISATION,19.6
Other chemicals,1,2010,UNDER_UTILISATION,20.3
Other chemicals,2,2010,UNDER_UTILISATION,20.6
Other chemicals,3,2010,UNDER_UTILISATION,21.7
Other chemicals,4,2010,UNDER_UTILISATION,18.4
Other chemicals,1,2011,UNDER_UTILISATION,20.4
Other chemicals,2,2011,UNDER_UTILISATION,19.7
Other chemicals,3,2011,UNDER_UTILISATION,19.6
Other chemicals,4,2011,UNDER_UTILISATION,17.2
Other chemicals,1,2012,UNDER_UTILISATION,17.7
Other chemicals,2,2012,UNDER_UTILISATION,16.6
Other chemicals,3,2012,UNDER_UTILISATION,17.1
Other chemicals,4,2012,UNDER_UTILISATION,15.7
Other chemicals,1,2013,UNDER_UTILISATION,18.1
Other chemicals,2,2013,UNDER_UTILISATION,19.6
Other chemicals,3,2013,UNDER_UTILISATION,17.0
Other chemicals,4,2013,UNDER_UTILISATION,16.0
Other chemicals,1,2014,UNDER_UTILISATION,17.0
Other chemicals,2,2014,UNDER_UTILISATION,17.0
Other chemicals,3,2014,UNDER_UTILISATION,17.1
Other chemicals,4,2014,UNDER_UTILISATION,16.0
Other chemicals,1,2015,UNDER_UTILISATION,16.7
Other chemicals,2,2015,UNDER_UTILISATION,16.1
Other chemicals,3,2015,UNDER_UTILISATION,15.9
Other chemicals,4,2015,UNDER_UTILISATION,15.8
Other chemicals,1,2016,UNDER_UTILISATION,16.0
Other chemicals,2,2016,UNDER_UTILISATION,14.0
Other chemicals,3,2016,UNDER_UTILISATION,13.8
Other chemicals,4,2016,UNDER_UTILISATION,14.9
Other chemicals,1,2017,UNDER_UTILISATION,16.4
Other chemicals,2,2017,UNDER_UTILISATION,14.7
Other chemicals,3,2017,UNDER_UTILISATION,13.8
Other chemicals,4,2017,UNDER_UTILISATION,13.4
Other chemicals,1,2018,UNDER_UTILISATION,13.5
Other chemicals,2,2018,UNDER_UTILISATION,15.6
Other chemicals,3,2018,UNDER_UTILISATION,15.3
Other chemicals,4,2018,UNDER_UTILISATION,13.0
Other chemicals,1,2019,UNDER_UTILISATION,14.1
Other chemicals,2,2019,UNDER_UTILISATION,14.7
Other chemicals,3,2019,UNDER_UTILISATION,16.0
Other chemicals,4,2019,UNDER_UTILISATION,15.8
Other chemicals,1,2020,UNDER_UTILISATION,16.0
Other chemicals,2,2020,UNDER_UTILISATION,21.5
Other chemicals,3,2020,UNDER_UTILISATION,17.7
Other chemicals,4,2020,UNDER_UTILISATION,16.0
Other chemicals,1,2021,UNDER_UTILISATION,16.6
Other chemicals,2,2021,UNDER_UTILISATION,16.5
Other chemicals,3,2021,UNDER_UTILISATION,16.9
Other chemicals,4,2021,UNDER_UTILISATION,16.3
Rubber products,4,2003,UNDER_UTILISATION,15.1
Rubber products,1,2004,UNDER_UTILISATION,19.5
Rubber products,2,2004,UNDER_UTILISATION,14.9
Rubber products,3,2004,UNDER_UTILISATION,10.0
Rubber products,4,2004,UNDER_UTILISATION,6.6
Rubber products,1,2005,UNDER_UTILISATION,10.4
Rubber products,2,2005,UNDER_UTILISATION,10.0
Rubber products,3,2005,UNDER_UTILISATION,11.9
Rubber products,4,2005,UNDER_UTILISATION,12.3
Rubber products,1,2006,UNDER_UTILISATION,11.9
Rubber products,2,2006,UNDER_UTILISATION,11.7
Rubber products,3,2006,UNDER_UTILISATION,16.5
Rubber products,4,2006,UNDER_UTILISATION,16.9
Rubber products,1,2007,UNDER_UTILISATION,18.1
Rubber products,2,2007,UNDER_UTILISATION,15.5
Rubber products,3,2007,UNDER_UTILISATION,26.9
Rubber products,4,2007,UNDER_UTILISATION,12.6
Rubber products,1,2008,UNDER_UTILISATION,15.3
Rubber products,2,2008,UNDER_UTILISATION,11.4
Rubber products,3,2008,UNDER_UTILISATION,12.2
Rubber products,4,2008,UNDER_UTILISATION,16.7
Rubber products,1,2009,UNDER_UTILISATION,18.9
Rubber products,2,2009,UNDER_UTILISATION,19.7
Rubber products,3,2009,UNDER_UTILISATION,25.7
Rubber products,4,2009,UNDER_UTILISATION,25.7
Rubber products,1,2010,UNDER_UTILISATION,21.8
Rubber products,2,2010,UNDER_UTILISATION,20.7
Rubber products,3,2010,UNDER_UTILISATION,17.0
Rubber products,4,2010,UNDER_UTILISATION,15.8
Rubber products,1,2011,UNDER_UTILISATION,16.8
Rubber products,2,2011,UNDER_UTILISATION,16.0
Rubber products,3,2011,UNDER_UTILISATION,15.5
Rubber products,4,2011,UNDER_UTILISATION,10.0
Rubber products,1,2012,UNDER_UTILISATION,12.6
Rubber products,2,2012,UNDER_UTILISATION,11.6
Rubber products,3,2012,UNDER_UTILISATION,14.8
Rubber products,4,2012,UNDER_UTILISATION,8.0
Rubber products,1,2013,UNDER_UTILISATION,12.7
Rubber products,2,2013,UNDER_UTILISATION,13.1
Rubber products,3,2013,UNDER_UTILISATION,18.9
Rubber products,4,2013,UNDER_UTILISATION,14.7
Rubber products,1,2014,UNDER_UTILISATION,15.0
Rubber products,2,2014,UNDER_UTILISATION,17.7
Rubber products,3,2014,UNDER_UTILISATION,20.7
Rubber products,4,2014,UNDER_UTILISATION,14.4
Rubber products,1,2015,UNDER_UTILISATION,21.8
Rubber products,2,2015,UNDER_UTILISATION,19.8
Rubber products,3,2015,UNDER_UTILISATION,21.0
Rubber products,4,2015,UNDER_UTILISATION,17.6
Rubber products,1,2016,UNDER_UTILISATION,17.8
Rubber products,2,2016,UNDER_UTILISATION,15.3
Rubber products,3,2016,UNDER_UTILISATION,15.3
Rubber products,4,2016,UNDER_UTILISATION,14.9
Rubber products,1,2017,UNDER_UTILISATION,15.3
Rubber products,2,2017,UNDER_UTILISATION,16.3
Rubber products,3,2017,UNDER_UTILISATION,16.3
Rubber products,4,2017,UNDER_UTILISATION,16.8
Rubber products,1,2018,UNDER_UTILISATION,18.6
Rubber products,2,2018,UNDER_UTILISATION,15.9
Rubber products,3,2018,UNDER_UTILISATION,14.5
Rubber products,4,2018,UNDER_UTILISATION,14.8
Rubber products,1,2019,UNDER_UTILISATION,15.2
Rubber products,2,2019,UNDER_UTILISATION,15.1
Rubber products,3,2019,UNDER_UTILISATION,16.4
Rubber products,4,2019,UNDER_UTILISATION,19.3
Rubber products,1,2020,UNDER_UTILISATION,18.1
Rubber products,2,2020,UNDER_UTILISATION,50.0
Rubber products,3,2020,UNDER_UTILISATION,32.1
Rubber products,4,2020,UNDER_UTILISATION,18.9
Rubber products,1,2021,UNDER_UTILISATION,18.0
Rubber products,2,2021,UNDER_UTILISATION,20.4
Rubber products,3,2021,UNDER_UTILISATION,16.5
Rubber products,4,2021,UNDER_UTILISATION,17.6
Plastic products,4,2003,UNDER_UTILISATION,18.9
Plastic products,1,2004,UNDER_UTILISATION,18.1
Plastic products,2,2004,UNDER_UTILISATION,18.7
Plastic products,3,2004,UNDER_UTILISATION,16.2
Plastic products,4,2004,UNDER_UTILISATION,15.0
Plastic products,1,2005,UNDER_UTILISATION,19.7
Plastic products,2,2005,UNDER_UTILISATION,21.6
Plastic products,3,2005,UNDER_UTILISATION,19.0
Plastic products,4,2005,UNDER_UTILISATION,16.8
Plastic products,1,2006,UNDER_UTILISATION,20.1
Plastic products,2,2006,UNDER_UTILISATION,19.4
Plastic products,3,2006,UNDER_UTILISATION,18.6
Plastic products,4,2006,UNDER_UTILISATION,15.5
Plastic products,1,2007,UNDER_UTILISATION,17.1
Plastic products,2,2007,UNDER_UTILISATION,16.8
Plastic products,3,2007,UNDER_UTILISATION,18.0
Plastic products,4,2007,UNDER_UTILISATION,14.6
Plastic products,1,2008,UNDER_UTILISATION,16.9
Plastic products,2,2008,UNDER_UTILISATION,19.0
Plastic products,3,2008,UNDER_UTILISATION,16.6
Plastic products,4,2008,UNDER_UTILISATION,16.3
Plastic products,1,2009,UNDER_UTILISATION,16.6
Plastic products,2,2009,UNDER_UTILISATION,17.6
Plastic products,3,2009,UNDER_UTILISATION,18.2
Plastic products,4,2009,UNDER_UTILISATION,17.4
Plastic products,1,2010,UNDER_UTILISATION,18.3
Plastic products,2,2010,UNDER_UTILISATION,18.2
Plastic products,3,2010,UNDER_UTILISATION,18.8
Plastic products,4,2010,UNDER_UTILISATION,15.1
Plastic products,1,2011,UNDER_UTILISATION,18.3
Plastic products,2,2011,UNDER_UTILISATION,17.9
Plastic products,3,2011,UNDER_UTILISATION,15.2
Plastic products,4,2011,UNDER_UTILISATION,11.3
Plastic products,1,2012,UNDER_UTILISATION,16.8
Plastic products,2,2012,UNDER_UTILISATION,15.7
Plastic products,3,2012,UNDER_UTILISATION,12.0
Plastic products,4,2012,UNDER_UTILISATION,11.8
Plastic products,1,2013,UNDER_UTILISATION,16.2
Plastic products,2,2013,UNDER_UTILISATION,15.5
Plastic products,3,2013,UNDER_UTILISATION,15.9
Plastic products,4,2013,UNDER_UTILISATION,13.4
Plastic products,1,2014,UNDER_UTILISATION,15.9
Plastic products,2,2014,UNDER_UTILISATION,16.8
Plastic products,3,2014,UNDER_UTILISATION,15.0
Plastic products,4,2014,UNDER_UTILISATION,14.2
Plastic products,1,2015,UNDER_UTILISATION,17.8
Plastic products,2,2015,UNDER_UTILISATION,18.4
Plastic products,3,2015,UNDER_UTILISATION,16.3
Plastic products,4,2015,UNDER_UTILISATION,14.6
Plastic products,1,2016,UNDER_UTILISATION,16.8
Plastic products,2,2016,UNDER_UTILISATION,17.1
Plastic products,3,2016,UNDER_UTILISATION,16.3
Plastic products,4,2016,UNDER_UTILISATION,14.9
Plastic products,1,2017,UNDER_UTILISATION,17.3
Plastic products,2,2017,UNDER_UTILISATION,17.2
Plastic products,3,2017,UNDER_UTILISATION,16.7
Plastic products,4,2017,UNDER_UTILISATION,14.3
Plastic products,1,2018,UNDER_UTILISATION,16.6
Plastic products,2,2018,UNDER_UTILISATION,15.8
Plastic products,3,2018,UNDER_UTILISATION,15.7
Plastic products,4,2018,UNDER_UTILISATION,15.1
Plastic products,1,2019,UNDER_UTILISATION,17.3
Plastic products,2,2019,UNDER_UTILISATION,17.3
Plastic products,3,2019,UNDER_UTILISATION,16.9
Plastic products,4,2019,UNDER_UTILISATION,16.7
Plastic products,1,2020,UNDER_UTILISATION,17.4
Plastic products,2,2020,UNDER_UTILISATION,23.7
Plastic products,3,2020,UNDER_UTILISATION,17.1
Plastic products,4,2020,UNDER_UTILISATION,17.0
Plastic products,1,2021,UNDER_UTILISATION,16.4
Plastic products,2,2021,UNDER_UTILISATION,16.0
Plastic products,3,2021,UNDER_UTILISATION,14.5
Plastic products,4,2021,UNDER_UTILISATION,15.9
Glass and glass products,4,2003,UNDER_UTILISATION,4.3
Glass and glass products,1,2004,UNDER_UTILISATION,5.3
Glass and glass products,2,2004,UNDER_UTILISATION,5.2
Glass and glass products,3,2004,UNDER_UTILISATION,3.9
Glass and glass products,4,2004,UNDER_UTILISATION,4.4
Glass and glass products,1,2005,UNDER_UTILISATION,7.2
Glass and glass products,2,2005,UNDER_UTILISATION,6.4
Glass and glass products,3,2005,UNDER_UTILISATION,3.4
Glass and glass products,4,2005,UNDER_UTILISATION,4.8
Glass and glass products,1,2006,UNDER_UTILISATION,5.6
Glass and glass products,2,2006,UNDER_UTILISATION,4.8
Glass and glass products,3,2006,UNDER_UTILISATION,5.4
Glass and glass products,4,2006,UNDER_UTILISATION,2.5
Glass and glass products,1,2007,UNDER_UTILISATION,5.8
Glass and glass products,2,2007,UNDER_UTILISATION,6.0
Glass and glass products,3,2007,UNDER_UTILISATION,9.6
Glass and glass products,4,2007,UNDER_UTILISATION,5.7
Glass and glass products,1,2008,UNDER_UTILISATION,6.9
Glass and glass products,2,2008,UNDER_UTILISATION,6.8
Glass and glass products,3,2008,UNDER_UTILISATION,6.1
Glass and glass products,4,2008,UNDER_UTILISATION,8.7
Glass and glass products,1,2009,UNDER_UTILISATION,10.9
Glass and glass products,2,2009,UNDER_UTILISATION,13.3
Glass and glass products,3,2009,UNDER_UTILISATION,13.7
Glass and glass products,4,2009,UNDER_UTILISATION,9.4
Glass and glass products,1,2010,UNDER_UTILISATION,13.9
Glass and glass products,2,2010,UNDER_UTILISATION,14.9
Glass and glass products,3,2010,UNDER_UTILISATION,12.5
Glass and glass products,4,2010,UNDER_UTILISATION,10.9
Glass and glass products,1,2011,UNDER_UTILISATION,12.8
Glass and glass products,2,2011,UNDER_UTILISATION,15.1
Glass and glass products,3,2011,UNDER_UTILISATION,14.0
Glass and glass products,4,2011,UNDER_UTILISATION,8.1
Glass and glass products,1,2012,UNDER_UTILISATION,13.1
Glass and glass products,2,2012,UNDER_UTILISATION,14.8
Glass and glass products,3,2012,UNDER_UTILISATION,7.7
Glass and glass products,4,2012,UNDER_UTILISATION,6.5
Glass and glass products,1,2013,UNDER_UTILISATION,14.6
Glass and glass products,2,2013,UNDER_UTILISATION,14.4
Glass and glass products,3,2013,UNDER_UTILISATION,12.5
Glass and glass products,4,2013,UNDER_UTILISATION,13.2
Glass and glass products,1,2014,UNDER_UTILISATION,14.0
Glass and glass products,2,2014,UNDER_UTILISATION,19.8
Glass and glass products,3,2014,UNDER_UTILISATION,18.2
Glass and glass products,4,2014,UNDER_UTILISATION,15.4
Glass and glass products,1,2015,UNDER_UTILISATION,20.7
Glass and glass products,2,2015,UNDER_UTILISATION,20.8
Glass and glass products,3,2015,UNDER_UTILISATION,20.3
Glass and glass products,4,2015,UNDER_UTILISATION,14.5
Glass and glass products,1,2016,UNDER_UTILISATION,15.8
Glass and glass products,2,2016,UNDER_UTILISATION,12.1
Glass and glass products,3,2016,UNDER_UTILISATION,13.8
Glass and glass products,4,2016,UNDER_UTILISATION,15.4
Glass and glass products,1,2017,UNDER_UTILISATION,19.1
Glass and glass products,2,2017,UNDER_UTILISATION,17.7
Glass and glass products,3,2017,UNDER_UTILISATION,15.0
Glass and glass products,4,2017,UNDER_UTILISATION,14.0
Glass and glass products,1,2018,UNDER_UTILISATION,17.7
Glass and glass products,2,2018,UNDER_UTILISATION,15.1
Glass and glass products,3,2018,UNDER_UTILISATION,12.8
Glass and glass products,4,2018,UNDER_UTILISATION,11.4
Glass and glass products,1,2019,UNDER_UTILISATION,13.8
Glass and glass products,2,2019,UNDER_UTILISATION,10.1
Glass and glass products,3,2019,UNDER_UTILISATION,11.5
Glass and glass products,4,2019,UNDER_UTILISATION,10.1
Glass and glass products,1,2020,UNDER_UTILISATION,19.0
Glass and glass products,2,2020,UNDER_UTILISATION,50.5
Glass and glass products,3,2020,UNDER_UTILISATION,14.7
Glass and glass products,4,2020,UNDER_UTILISATION,10.1
Glass and glass products,1,2021,UNDER_UTILISATION,19.8
Glass and glass products,2,2021,UNDER_UTILISATION,12.0
Glass and glass products,3,2021,UNDER_UTILISATION,9.8
Glass and glass products,4,2021,UNDER_UTILISATION,11.2
Non-metallic mineral products,4,2003,UNDER_UTILISATION,14.4
Non-metallic mineral products,1,2004,UNDER_UTILISATION,15.8
